module,type,name,res_id,src,value,comments
web_tour,model,"ir.actions.server,name",auth_totp.action_disable_totp,Disable TOTP on users,Disable TOTP on users,
web_tour,model,"ir.actions.server,name",base.action_run_ir_action_todo,Config: Run Remaining Action Todo,Config: Run Remaining Action Todo,
web_tour,model,"ir.actions.server,name",base.action_server_module_immediate_install,Install Modules,Install Modules,
web_tour,model,"ir.actions.server,name",base.autovacuum_job_ir_actions_server,Base: Auto-vacuum internal data,Base: Auto-vacuum internal data,
web_tour,model,"ir.actions.server,name",base.demo_failure_action,"Failed to install demo data for some modules, demo disabled","Failed to install demo data for some modules, demo disabled",
web_tour,model,"ir.model,name",auth_totp.model_auth_totp_wizard,Two-Factor Setup Wizard,Two-Factor Setup Wizard,
web_tour,model,"ir.model,name",web_tour.model_ir_http,HTTP Routing,HTTP Routing,
web_tour,model,"ir.model,name",base_import.model_res_users,Users,Users,
web_tour,model,"ir.model,name",base.model__unknown,Unknown,Unknown,
web_tour,model,"ir.model,name",web.model_base,Base,Base,
web_tour,model,"ir.model,name",base.model_base_language_export,Language Export,Language Export,
web_tour,model,"ir.model,name",base.model_base_language_import,Language Import,Language Import,
web_tour,model,"ir.model,name",base.model_base_language_install,Install Language,Install Language,
web_tour,model,"ir.model,name",base.model_base_module_uninstall,Module Uninstall,Module Uninstall,
web_tour,model,"ir.model,name",base.model_base_module_update,Update Module,Update Module,
web_tour,model,"ir.model,name",base.model_base_module_upgrade,Upgrade Module,Upgrade Module,
web_tour,model,"ir.model,name",base.model_base_partner_merge_automatic_wizard,Merge Partner Wizard,Merge Partner Wizard,
web_tour,model,"ir.model,name",base.model_base_partner_merge_line,Merge Partner Line,Merge Partner Line,
web_tour,model,"ir.model,name",base.model_base_update_translations,Update Translations,Update Translations,
web_tour,model,"ir.model,name",base.model_change_password_user,"User, Change Password Wizard","User, Change Password Wizard",
web_tour,model,"ir.model,name",base.model_change_password_wizard,Change Password Wizard,Change Password Wizard,
web_tour,model,"ir.model,name",base.model_decimal_precision,Decimal Precision,Decimal Precision,
web_tour,model,"ir.model,name",base.model_format_address_mixin,Address Format,Address Format,
web_tour,model,"ir.model,name",base.model_image_mixin,Image Mixin,Image Mixin,
web_tour,model,"ir.model,name",base.model_ir_actions_act_url,Action URL,Action URL,
web_tour,model,"ir.model,name",base.model_ir_actions_act_window,Action Window,Action Window,
web_tour,model,"ir.model,name",base.model_ir_actions_act_window_close,Action Window Close,Action Window Close,
web_tour,model,"ir.model,name",web.model_ir_actions_act_window_view,Action Window View,Action Window View,
web_tour,model,"ir.model,name",base.model_ir_actions_actions,Actions,Actions,
web_tour,model,"ir.model,name",base.model_ir_actions_client,Client Action,Client Action,
web_tour,model,"ir.model,name",base.model_ir_actions_report,Report Action,Report Action,
web_tour,model,"ir.model,name",base.model_ir_actions_server,Server Actions,Server Actions,
web_tour,model,"ir.model,name",base.model_ir_actions_todo,Configuration Wizards,Configuration Wizards,
web_tour,model,"ir.model,name",web_editor.model_ir_attachment,Attachment,Attachment,
web_tour,model,"ir.model,name",base.model_ir_autovacuum,Automatic Vacuum,Automatic Vacuum,
web_tour,model,"ir.model,name",base.model_ir_config_parameter,System Parameter,System Parameter,
web_tour,model,"ir.model,name",base.model_ir_cron,Scheduled Actions,Scheduled Actions,
web_tour,model,"ir.model,name",base.model_ir_default,Default Values,Default Values,
web_tour,model,"ir.model,name",base.model_ir_demo,Demo,Demo,
web_tour,model,"ir.model,name",base.model_ir_demo_failure,Demo failure,Demo failure,
web_tour,model,"ir.model,name",base.model_ir_demo_failure_wizard,Demo Failure wizard,Demo Failure wizard,
web_tour,model,"ir.model,name",base.model_ir_exports,Exports,Exports,
web_tour,model,"ir.model,name",base.model_ir_exports_line,Exports Line,Exports Line,
web_tour,model,"ir.model,name",base.model_ir_fields_converter,Fields Converter,Fields Converter,
web_tour,model,"ir.model,name",base.model_ir_filters,Filters,Filters,
web_tour,model,"ir.model,name",base.model_ir_logging,Logging,Logging,
web_tour,model,"ir.model,name",base.model_ir_mail_server,Mail Server,Mail Server,
web_tour,model,"ir.model,name",base.model_ir_model,Models,Models,
web_tour,model,"ir.model,name",base.model_ir_model_access,Model Access,Model Access,
web_tour,model,"ir.model,name",base.model_ir_model_constraint,Model Constraint,Model Constraint,
web_tour,model,"ir.model,name",base.model_ir_model_data,Model Data,Model Data,
web_tour,model,"ir.model,name",base.model_ir_model_fields,Fields,Fields,
web_tour,model,"ir.model,name",base.model_ir_model_fields_selection,Fields Selection,Fields Selection,
web_tour,model,"ir.model,name",base.model_ir_model_relation,Relation Model,Relation Model,
web_tour,model,"ir.model,name",base.model_ir_module_category,Application,Application,
web_tour,model,"ir.model,name",base.model_ir_module_module,Module,Module,
web_tour,model,"ir.model,name",base.model_ir_module_module_dependency,Module dependency,Module dependency,
web_tour,model,"ir.model,name",base.model_ir_module_module_exclusion,Module exclusion,Module exclusion,
web_tour,model,"ir.model,name",base.model_ir_property,Company Property,Company Property,
web_tour,model,"ir.model,name",web_editor.model_ir_qweb,Qweb,Qweb,
web_tour,model,"ir.model,name",web_editor.model_ir_qweb_field,Qweb Field,Qweb Field,
web_tour,model,"ir.model,name",base.model_ir_qweb_field_barcode,Qweb Field Barcode,Qweb Field Barcode,
web_tour,model,"ir.model,name",web_editor.model_ir_qweb_field_contact,Qweb Field Contact,Qweb Field Contact,
web_tour,model,"ir.model,name",web_editor.model_ir_qweb_field_date,Qweb Field Date,Qweb Field Date,
web_tour,model,"ir.model,name",web_editor.model_ir_qweb_field_datetime,Qweb Field Datetime,Qweb Field Datetime,
web_tour,model,"ir.model,name",web_editor.model_ir_qweb_field_duration,Qweb Field Duration,Qweb Field Duration,
web_tour,model,"ir.model,name",web_editor.model_ir_qweb_field_float,Qweb Field Float,Qweb Field Float,
web_tour,model,"ir.model,name",base.model_ir_qweb_field_float_time,Qweb Field Float Time,Qweb Field Float Time,
web_tour,model,"ir.model,name",web_editor.model_ir_qweb_field_html,Qweb Field HTML,Qweb Field HTML,
web_tour,model,"ir.model,name",web_editor.model_ir_qweb_field_image,Qweb Field Image,Qweb Field Image,
web_tour,model,"ir.model,name",web.model_ir_qweb_field_image_url,Qweb Field Image,Qweb Field Image,
web_tour,model,"ir.model,name",web_editor.model_ir_qweb_field_integer,Qweb Field Integer,Qweb Field Integer,
web_tour,model,"ir.model,name",base.model_ir_qweb_field_many2many,Qweb field many2many,Qweb field many2many,
web_tour,model,"ir.model,name",web_editor.model_ir_qweb_field_many2one,Qweb Field Many to One,Qweb Field Many to One,
web_tour,model,"ir.model,name",web_editor.model_ir_qweb_field_monetary,Qweb Field Monetary,Qweb Field Monetary,
web_tour,model,"ir.model,name",web_editor.model_ir_qweb_field_qweb,Qweb Field qweb,Qweb Field qweb,
web_tour,model,"ir.model,name",web_editor.model_ir_qweb_field_relative,Qweb Field Relative,Qweb Field Relative,
web_tour,model,"ir.model,name",web_editor.model_ir_qweb_field_selection,Qweb Field Selection,Qweb Field Selection,
web_tour,model,"ir.model,name",web_editor.model_ir_qweb_field_text,Qweb Field Text,Qweb Field Text,
web_tour,model,"ir.model,name",base.model_ir_rule,Record Rule,Record Rule,
web_tour,model,"ir.model,name",base.model_ir_sequence,Sequence,Sequence,
web_tour,model,"ir.model,name",base.model_ir_sequence_date_range,Sequence Date Range,Sequence Date Range,
web_tour,model,"ir.model,name",base.model_ir_server_object_lines,Server Action value mapping,Server Action value mapping,
web_tour,model,"ir.model,name",web_editor.model_ir_translation,Translation,Translation,
web_tour,model,"ir.model,name",base.model_ir_ui_menu,Menu,Menu,
web_tour,model,"ir.model,name",web_editor.model_ir_ui_view,View,View,
web_tour,model,"ir.model,name",base.model_ir_ui_view_custom,Custom View,Custom View,
web_tour,model,"ir.model,name",base.model_report_base_report_irmodulereference,Module Reference Report (base),Module Reference Report (base),
web_tour,model,"ir.model,name",base.model_report_layout,Report Layout,Report Layout,
web_tour,model,"ir.model,name",base.model_report_paperformat,Paper Format Config,Paper Format Config,
web_tour,model,"ir.model,name",base.model_res_bank,Bank,Bank,
web_tour,model,"ir.model,name",web.model_res_company,Companies,Companies,
web_tour,model,"ir.model,name",base.model_res_config,Config,Config,
web_tour,model,"ir.model,name",base.model_res_config_installer,Config Installer,Config Installer,
web_tour,model,"ir.model,name",base.model_res_config_settings,Config Settings,Config Settings,
web_tour,model,"ir.model,name",base.model_res_country,Country,Country,
web_tour,model,"ir.model,name",base.model_res_country_group,Country Group,Country Group,
web_tour,model,"ir.model,name",base.model_res_country_state,Country state,Country state,
web_tour,model,"ir.model,name",base.model_res_currency,Currency,Currency,
web_tour,model,"ir.model,name",base.model_res_currency_rate,Currency Rate,Currency Rate,
web_tour,model,"ir.model,name",base.model_res_groups,Access Groups,Access Groups,
web_tour,model,"ir.model,name",base.model_res_lang,Languages,Languages,
web_tour,model,"ir.model,name",openacademy.model_res_partner,Contact,Contact,
web_tour,model,"ir.model,name",base.model_res_partner_bank,Bank Accounts,Bank Accounts,
web_tour,model,"ir.model,name",base.model_res_partner_category,Partner Tags,Partner Tags,
web_tour,model,"ir.model,name",base.model_res_partner_industry,Industry,Industry,
web_tour,model,"ir.model,name",base.model_res_partner_title,Partner Title,Partner Title,
web_tour,model,"ir.model,name",base.model_res_users_apikeys,res.users.apikeys,res.users.apikeys,
web_tour,model,"ir.model,name",base.model_res_users_apikeys_description,res.users.apikeys.description,res.users.apikeys.description,
web_tour,model,"ir.model,name",base.model_res_users_apikeys_show,res.users.apikeys.show,res.users.apikeys.show,
web_tour,model,"ir.model,name",base.model_res_users_identitycheck,Password Check Wizard,Password Check Wizard,
web_tour,model,"ir.model,name",base.model_res_users_log,Users Log,Users Log,
web_tour,model,"ir.model,name",base.model_reset_view_arch_wizard,Reset View Architecture Wizard,Reset View Architecture Wizard,
web_tour,model,"ir.model,name",base.model_wizard_ir_model_menu_create,Create Menu Wizard,Create Menu Wizard,
web_tour,model,"ir.model,name",base_import.model_base_import_import,Base Import,Base Import,
web_tour,model,"ir.model,name",base_import.model_base_import_mapping,Base Import Mapping,Base Import Mapping,
web_tour,model,"ir.model,name",base_import.model_base_import_tests_models_char,"Tests : Base Import Model, Character","Tests : Base Import Model, Character",
web_tour,model,"ir.model,name",base_import.model_base_import_tests_models_char_noreadonly,"Tests : Base Import Model, Character No readonly","Tests : Base Import Model, Character No readonly",
web_tour,model,"ir.model,name",base_import.model_base_import_tests_models_char_readonly,"Tests : Base Import Model, Character readonly","Tests : Base Import Model, Character readonly",
web_tour,model,"ir.model,name",base_import.model_base_import_tests_models_char_required,"Tests : Base Import Model, Character required","Tests : Base Import Model, Character required",
web_tour,model,"ir.model,name",base_import.model_base_import_tests_models_char_states,"Tests : Base Import Model, Character states","Tests : Base Import Model, Character states",
web_tour,model,"ir.model,name",base_import.model_base_import_tests_models_char_stillreadonly,"Tests : Base Import Model, Character still readonly","Tests : Base Import Model, Character still readonly",
web_tour,model,"ir.model,name",base_import.model_base_import_tests_models_complex,Tests: Base Import Model Complex,Tests: Base Import Model Complex,
web_tour,model,"ir.model,name",base_import.model_base_import_tests_models_float,Tests: Base Import Model Float,Tests: Base Import Model Float,
web_tour,model,"ir.model,name",base_import.model_base_import_tests_models_m2o,"Tests : Base Import Model, Many to One","Tests : Base Import Model, Many to One",
web_tour,model,"ir.model,name",base_import.model_base_import_tests_models_m2o_related,"Tests : Base Import Model, Many to One related","Tests : Base Import Model, Many to One related",
web_tour,model,"ir.model,name",base_import.model_base_import_tests_models_m2o_required,"Tests : Base Import Model, Many to One required","Tests : Base Import Model, Many to One required",
web_tour,model,"ir.model,name",base_import.model_base_import_tests_models_m2o_required_related,"Tests : Base Import Model, Many to One required related","Tests : Base Import Model, Many to One required related",
web_tour,model,"ir.model,name",base_import.model_base_import_tests_models_o2m,"Tests : Base Import Model, One to Many","Tests : Base Import Model, One to Many",
web_tour,model,"ir.model,name",base_import.model_base_import_tests_models_o2m_child,"Tests : Base Import Model, One to Many child","Tests : Base Import Model, One to Many child",
web_tour,model,"ir.model,name",base_import.model_base_import_tests_models_preview,Tests : Base Import Model Preview,Tests : Base Import Model Preview,
web_tour,model,"ir.model,name",openacademy.model_openacademy_course,OpenAcademy Courses,OpenAcademy Courses,
web_tour,model,"ir.model,name",openacademy.model_openacademy_session,OpenAcademy Sessions,OpenAcademy Sessions,
web_tour,model,"ir.model,name",web.model_base_document_layout,Company Document Layout,Company Document Layout,
web_tour,model,"ir.model,name",web_editor.model_web_editor_assets,Assets Utils,Assets Utils,
web_tour,model,"ir.model,name",web_editor.model_web_editor_converter_test,Web Editor Converter Test,Web Editor Converter Test,
web_tour,model,"ir.model,name",web_editor.model_web_editor_converter_test_sub,Web Editor Converter Subtest,Web Editor Converter Subtest,
web_tour,model,"ir.model,name",web_tour.model_web_tour_tour,Tours,Tours,
web_tour,model,"ir.model.fields,field_description",auth_totp.field_auth_totp_wizard____last_update,Last Modified on,Last Modified on,
web_tour,model,"ir.model.fields,field_description",auth_totp.field_auth_totp_wizard__code,Verification Code,Verification Code,
web_tour,model,"ir.model.fields,field_description",auth_totp.field_auth_totp_wizard__create_date,Created on,Created on,
web_tour,model,"ir.model.fields,field_description",auth_totp.field_auth_totp_wizard__create_uid,Created by,Created by,
web_tour,model,"ir.model.fields,field_description",auth_totp.field_auth_totp_wizard__display_name,Display Name,Display Name,
web_tour,model,"ir.model.fields,field_description",auth_totp.field_auth_totp_wizard__id,ID,ID,
web_tour,model,"ir.model.fields,field_description",auth_totp.field_auth_totp_wizard__qrcode,Qrcode,Qrcode,
web_tour,model,"ir.model.fields,field_description",auth_totp.field_auth_totp_wizard__secret,Secret,Secret,
web_tour,model,"ir.model.fields,field_description",auth_totp.field_auth_totp_wizard__url,Url,Url,
web_tour,model,"ir.model.fields,field_description",auth_totp.field_auth_totp_wizard__user_id,User,User,
web_tour,model,"ir.model.fields,field_description",auth_totp.field_auth_totp_wizard__write_date,Last Updated on,Last Updated on,
web_tour,model,"ir.model.fields,field_description",auth_totp.field_auth_totp_wizard__write_uid,Last Updated by,Last Updated by,
web_tour,model,"ir.model.fields,field_description",web_tour.field_ir_http____last_update,Last Modified on,Last Modified on,
web_tour,model,"ir.model.fields,field_description",web_tour.field_ir_http__display_name,Display Name,Display Name,
web_tour,model,"ir.model.fields,field_description",web_tour.field_ir_http__id,ID,ID,
web_tour,model,"ir.model.fields,field_description",base_import.field_res_users____last_update,Last Modified on,Last Modified on,
web_tour,model,"ir.model.fields,field_description",base_import.field_res_users__display_name,Display Name,Display Name,
web_tour,model,"ir.model.fields,field_description",base_import.field_res_users__id,ID,ID,
web_tour,model,"ir.model.fields,field_description",auth_totp.field_res_users__totp_enabled,Two-factor authentication,Two-factor authentication,
web_tour,model,"ir.model.fields,field_description",auth_totp.field_res_users__totp_secret,Totp Secret,Totp Secret,
web_tour,model,"ir.model.fields,field_description",base.field__unknown____last_update,Last Modified on,Last Modified on,
web_tour,model,"ir.model.fields,field_description",base.field__unknown__display_name,Display Name,Display Name,
web_tour,model,"ir.model.fields,field_description",base.field__unknown__id,ID,ID,
web_tour,model,"ir.model.fields,field_description",base.field_base____last_update,Last Modified on,Last Modified on,
web_tour,model,"ir.model.fields,field_description",base.field_base__display_name,Display Name,Display Name,
web_tour,model,"ir.model.fields,field_description",base.field_base__id,ID,ID,
web_tour,model,"ir.model.fields,field_description",base.field_base_language_export____last_update,Last Modified on,Last Modified on,
web_tour,model,"ir.model.fields,field_description",base.field_base_language_export__create_date,Created on,Created on,
web_tour,model,"ir.model.fields,field_description",base.field_base_language_export__create_uid,Created by,Created by,
web_tour,model,"ir.model.fields,field_description",base.field_base_language_export__data,File,File,
web_tour,model,"ir.model.fields,field_description",base.field_base_language_export__display_name,Display Name,Display Name,
web_tour,model,"ir.model.fields,field_description",base.field_base_language_export__format,File Format,File Format,
web_tour,model,"ir.model.fields,field_description",base.field_base_language_export__id,ID,ID,
web_tour,model,"ir.model.fields,field_description",base.field_base_language_export__lang,Language,Language,
web_tour,model,"ir.model.fields,field_description",base.field_base_language_export__modules,Apps To Export,Apps To Export,
web_tour,model,"ir.model.fields,field_description",base.field_base_language_export__name,File Name,File Name,
web_tour,model,"ir.model.fields,field_description",base.field_base_language_export__state,State,State,
web_tour,model,"ir.model.fields,field_description",base.field_base_language_export__write_date,Last Updated on,Last Updated on,
web_tour,model,"ir.model.fields,field_description",base.field_base_language_export__write_uid,Last Updated by,Last Updated by,
web_tour,model,"ir.model.fields,field_description",base.field_base_language_import____last_update,Last Modified on,Last Modified on,
web_tour,model,"ir.model.fields,field_description",base.field_base_language_import__code,ISO Code,ISO Code,
web_tour,model,"ir.model.fields,help",base.field_base_language_import__code,"ISO Language and Country code, e.g. en_US","ISO Language and Country code, e.g. en_US",
web_tour,model,"ir.model.fields,field_description",base.field_base_language_import__create_date,Created on,Created on,
web_tour,model,"ir.model.fields,field_description",base.field_base_language_import__create_uid,Created by,Created by,
web_tour,model,"ir.model.fields,field_description",base.field_base_language_import__data,File,File,
web_tour,model,"ir.model.fields,field_description",base.field_base_language_import__display_name,Display Name,Display Name,
web_tour,model,"ir.model.fields,field_description",base.field_base_language_import__filename,File Name,File Name,
web_tour,model,"ir.model.fields,field_description",base.field_base_language_import__id,ID,ID,
web_tour,model,"ir.model.fields,field_description",base.field_base_language_import__name,Language Name,Language Name,
web_tour,model,"ir.model.fields,field_description",base.field_base_language_import__overwrite,Overwrite Existing Terms,Overwrite Existing Terms,
web_tour,model,"ir.model.fields,help",base.field_base_language_import__overwrite,"If you enable this option, existing translations (including custom ones) will be overwritten and replaced by those in this file","If you enable this option, existing translations (including custom ones) will be overwritten and replaced by those in this file",
web_tour,model,"ir.model.fields,field_description",base.field_base_language_import__write_date,Last Updated on,Last Updated on,
web_tour,model,"ir.model.fields,field_description",base.field_base_language_import__write_uid,Last Updated by,Last Updated by,
web_tour,model,"ir.model.fields,field_description",base.field_base_language_install____last_update,Last Modified on,Last Modified on,
web_tour,model,"ir.model.fields,field_description",base.field_base_language_install__create_date,Created on,Created on,
web_tour,model,"ir.model.fields,field_description",base.field_base_language_install__create_uid,Created by,Created by,
web_tour,model,"ir.model.fields,field_description",base.field_base_language_install__display_name,Display Name,Display Name,
web_tour,model,"ir.model.fields,field_description",base.field_base_language_install__id,ID,ID,
web_tour,model,"ir.model.fields,field_description",base.field_base_language_install__lang,Language,Language,
web_tour,model,"ir.model.fields,field_description",base.field_base_language_install__overwrite,Overwrite Existing Terms,Overwrite Existing Terms,
web_tour,model,"ir.model.fields,help",base.field_base_language_install__overwrite,"If you check this box, your customized translations will be overwritten and replaced by the official ones.","If you check this box, your customized translations will be overwritten and replaced by the official ones.",
web_tour,model,"ir.model.fields,field_description",base.field_base_language_install__state,Status,Status,
web_tour,model,"ir.model.fields,field_description",base.field_base_language_install__write_date,Last Updated on,Last Updated on,
web_tour,model,"ir.model.fields,field_description",base.field_base_language_install__write_uid,Last Updated by,Last Updated by,
web_tour,model,"ir.model.fields,field_description",base.field_base_module_uninstall____last_update,Last Modified on,Last Modified on,
web_tour,model,"ir.model.fields,field_description",base.field_base_module_uninstall__create_date,Created on,Created on,
web_tour,model,"ir.model.fields,field_description",base.field_base_module_uninstall__create_uid,Created by,Created by,
web_tour,model,"ir.model.fields,field_description",base.field_base_module_uninstall__display_name,Display Name,Display Name,
web_tour,model,"ir.model.fields,field_description",base.field_base_module_uninstall__id,ID,ID,
web_tour,model,"ir.model.fields,field_description",base.field_base_module_uninstall__model_ids,Impacted data models,Impacted data models,
web_tour,model,"ir.model.fields,field_description",base.field_base_module_uninstall__module_id,Module,Module,
web_tour,model,"ir.model.fields,field_description",base.field_base_module_uninstall__module_ids,Impacted modules,Impacted modules,
web_tour,model,"ir.model.fields,field_description",base.field_base_module_uninstall__show_all,Show All,Show All,
web_tour,model,"ir.model.fields,field_description",base.field_base_module_uninstall__write_date,Last Updated on,Last Updated on,
web_tour,model,"ir.model.fields,field_description",base.field_base_module_uninstall__write_uid,Last Updated by,Last Updated by,
web_tour,model,"ir.model.fields,field_description",base.field_base_module_update____last_update,Last Modified on,Last Modified on,
web_tour,model,"ir.model.fields,field_description",base.field_base_module_update__added,Number of modules added,Number of modules added,
web_tour,model,"ir.model.fields,field_description",base.field_base_module_update__create_date,Created on,Created on,
web_tour,model,"ir.model.fields,field_description",base.field_base_module_update__create_uid,Created by,Created by,
web_tour,model,"ir.model.fields,field_description",base.field_base_module_update__display_name,Display Name,Display Name,
web_tour,model,"ir.model.fields,field_description",base.field_base_module_update__id,ID,ID,
web_tour,model,"ir.model.fields,field_description",base.field_base_module_update__state,Status,Status,
web_tour,model,"ir.model.fields,field_description",base.field_base_module_update__updated,Number of modules updated,Number of modules updated,
web_tour,model,"ir.model.fields,field_description",base.field_base_module_update__write_date,Last Updated on,Last Updated on,
web_tour,model,"ir.model.fields,field_description",base.field_base_module_update__write_uid,Last Updated by,Last Updated by,
web_tour,model,"ir.model.fields,field_description",base.field_base_module_upgrade____last_update,Last Modified on,Last Modified on,
web_tour,model,"ir.model.fields,field_description",base.field_base_module_upgrade__create_date,Created on,Created on,
web_tour,model,"ir.model.fields,field_description",base.field_base_module_upgrade__create_uid,Created by,Created by,
web_tour,model,"ir.model.fields,field_description",base.field_base_module_upgrade__display_name,Display Name,Display Name,
web_tour,model,"ir.model.fields,field_description",base.field_base_module_upgrade__id,ID,ID,
web_tour,model,"ir.model.fields,field_description",base.field_base_module_upgrade__module_info,Apps to Update,Apps to Update,
web_tour,model,"ir.model.fields,field_description",base.field_base_module_upgrade__write_date,Last Updated on,Last Updated on,
web_tour,model,"ir.model.fields,field_description",base.field_base_module_upgrade__write_uid,Last Updated by,Last Updated by,
web_tour,model,"ir.model.fields,field_description",base.field_base_partner_merge_automatic_wizard____last_update,Last Modified on,Last Modified on,
web_tour,model,"ir.model.fields,field_description",base.field_base_partner_merge_automatic_wizard__create_date,Created on,Created on,
web_tour,model,"ir.model.fields,field_description",base.field_base_partner_merge_automatic_wizard__create_uid,Created by,Created by,
web_tour,model,"ir.model.fields,field_description",base.field_base_partner_merge_automatic_wizard__current_line_id,Current Line,Current Line,
web_tour,model,"ir.model.fields,field_description",base.field_base_partner_merge_automatic_wizard__display_name,Display Name,Display Name,
web_tour,model,"ir.model.fields,field_description",base.field_base_partner_merge_automatic_wizard__dst_partner_id,Destination Contact,Destination Contact,
web_tour,model,"ir.model.fields,field_description",base.field_base_partner_merge_automatic_wizard__exclude_contact,A user associated to the contact,A user associated to the contact,
web_tour,model,"ir.model.fields,field_description",base.field_base_partner_merge_automatic_wizard__exclude_journal_item,Journal Items associated to the contact,Journal Items associated to the contact,
web_tour,model,"ir.model.fields,field_description",base.field_base_partner_merge_automatic_wizard__group_by_email,Email,Email,
web_tour,model,"ir.model.fields,field_description",base.field_base_partner_merge_automatic_wizard__group_by_is_company,Is Company,Is Company,
web_tour,model,"ir.model.fields,field_description",base.field_base_partner_merge_automatic_wizard__group_by_name,Name,Name,
web_tour,model,"ir.model.fields,field_description",base.field_base_partner_merge_automatic_wizard__group_by_parent_id,Parent Company,Parent Company,
web_tour,model,"ir.model.fields,field_description",base.field_base_partner_merge_automatic_wizard__group_by_vat,VAT,VAT,
web_tour,model,"ir.model.fields,field_description",base.field_base_partner_merge_automatic_wizard__id,ID,ID,
web_tour,model,"ir.model.fields,field_description",base.field_base_partner_merge_automatic_wizard__line_ids,Lines,Lines,
web_tour,model,"ir.model.fields,field_description",base.field_base_partner_merge_automatic_wizard__maximum_group,Maximum of Group of Contacts,Maximum of Group of Contacts,
web_tour,model,"ir.model.fields,field_description",base.field_base_partner_merge_automatic_wizard__number_group,Group of Contacts,Group of Contacts,
web_tour,model,"ir.model.fields,field_description",base.field_base_partner_merge_automatic_wizard__partner_ids,Contacts,Contacts,
web_tour,model,"ir.model.fields,field_description",base.field_base_partner_merge_automatic_wizard__state,State,State,
web_tour,model,"ir.model.fields,field_description",base.field_base_partner_merge_automatic_wizard__write_date,Last Updated on,Last Updated on,
web_tour,model,"ir.model.fields,field_description",base.field_base_partner_merge_automatic_wizard__write_uid,Last Updated by,Last Updated by,
web_tour,model,"ir.model.fields,field_description",base.field_base_partner_merge_line____last_update,Last Modified on,Last Modified on,
web_tour,model,"ir.model.fields,field_description",base.field_base_partner_merge_line__aggr_ids,Ids,Ids,
web_tour,model,"ir.model.fields,field_description",base.field_base_partner_merge_line__create_date,Created on,Created on,
web_tour,model,"ir.model.fields,field_description",base.field_base_partner_merge_line__create_uid,Created by,Created by,
web_tour,model,"ir.model.fields,field_description",base.field_base_partner_merge_line__display_name,Display Name,Display Name,
web_tour,model,"ir.model.fields,field_description",base.field_base_partner_merge_line__id,ID,ID,
web_tour,model,"ir.model.fields,field_description",base.field_base_partner_merge_line__min_id,MinID,MinID,
web_tour,model,"ir.model.fields,field_description",base.field_base_partner_merge_line__wizard_id,Wizard,Wizard,
web_tour,model,"ir.model.fields,field_description",base.field_base_partner_merge_line__write_date,Last Updated on,Last Updated on,
web_tour,model,"ir.model.fields,field_description",base.field_base_partner_merge_line__write_uid,Last Updated by,Last Updated by,
web_tour,model,"ir.model.fields,field_description",base.field_base_update_translations____last_update,Last Modified on,Last Modified on,
web_tour,model,"ir.model.fields,field_description",base.field_base_update_translations__create_date,Created on,Created on,
web_tour,model,"ir.model.fields,field_description",base.field_base_update_translations__create_uid,Created by,Created by,
web_tour,model,"ir.model.fields,field_description",base.field_base_update_translations__display_name,Display Name,Display Name,
web_tour,model,"ir.model.fields,field_description",base.field_base_update_translations__id,ID,ID,
web_tour,model,"ir.model.fields,field_description",base.field_base_update_translations__lang,Language,Language,
web_tour,model,"ir.model.fields,field_description",base.field_base_update_translations__write_date,Last Updated on,Last Updated on,
web_tour,model,"ir.model.fields,field_description",base.field_base_update_translations__write_uid,Last Updated by,Last Updated by,
web_tour,model,"ir.model.fields,field_description",base.field_change_password_user____last_update,Last Modified on,Last Modified on,
web_tour,model,"ir.model.fields,field_description",base.field_change_password_user__create_date,Created on,Created on,
web_tour,model,"ir.model.fields,field_description",base.field_change_password_user__create_uid,Created by,Created by,
web_tour,model,"ir.model.fields,field_description",base.field_change_password_user__display_name,Display Name,Display Name,
web_tour,model,"ir.model.fields,field_description",base.field_change_password_user__id,ID,ID,
web_tour,model,"ir.model.fields,field_description",base.field_change_password_user__new_passwd,New Password,New Password,
web_tour,model,"ir.model.fields,field_description",base.field_change_password_user__user_id,User,User,
web_tour,model,"ir.model.fields,field_description",base.field_change_password_user__user_login,User Login,User Login,
web_tour,model,"ir.model.fields,field_description",base.field_change_password_user__wizard_id,Wizard,Wizard,
web_tour,model,"ir.model.fields,field_description",base.field_change_password_user__write_date,Last Updated on,Last Updated on,
web_tour,model,"ir.model.fields,field_description",base.field_change_password_user__write_uid,Last Updated by,Last Updated by,
web_tour,model,"ir.model.fields,field_description",base.field_change_password_wizard____last_update,Last Modified on,Last Modified on,
web_tour,model,"ir.model.fields,field_description",base.field_change_password_wizard__create_date,Created on,Created on,
web_tour,model,"ir.model.fields,field_description",base.field_change_password_wizard__create_uid,Created by,Created by,
web_tour,model,"ir.model.fields,field_description",base.field_change_password_wizard__display_name,Display Name,Display Name,
web_tour,model,"ir.model.fields,field_description",base.field_change_password_wizard__id,ID,ID,
web_tour,model,"ir.model.fields,field_description",base.field_change_password_wizard__user_ids,Users,Users,
web_tour,model,"ir.model.fields,field_description",base.field_change_password_wizard__write_date,Last Updated on,Last Updated on,
web_tour,model,"ir.model.fields,field_description",base.field_change_password_wizard__write_uid,Last Updated by,Last Updated by,
web_tour,model,"ir.model.fields,field_description",base.field_decimal_precision____last_update,Last Modified on,Last Modified on,
web_tour,model,"ir.model.fields,field_description",base.field_decimal_precision__create_date,Created on,Created on,
